lesmis/lesmis_0001.wav|Chapitre I La Charybde du faubourg Saint-Antoine et la Scylla du faubourg du Temple|Chapitre I La Charybde du faubourg Saint-Antoine et la Scylla du faubourg du Temple|7.63
lesmis/lesmis_0112.wav|Mais qu'ils se montrent donc! qu'on les voie! ils n'osent pas! ils se|Mais qu'ils se montrent donc! qu'on les voie! ils n'osent pas! ils se|4.95
lesmis/lesmis_0113.wav|--La barricade du faubourg du Temple, défendue par quatre-vingts hommes, attaquée par dix mille, tint trois jours.|--La barricade du faubourg du Temple, défendue par quatre-vingts hommes, attaquée par dix mille, tint trois jours.|7.33
lesmis/lesmis_0114.wav|Le quatrième, on fit comme à Zaatcha et à Constantine, on perça les maisons, on vint par les toits, la barricade fut prise.|Le quatrième, on fit comme à Zaatcha et à Constantine, on perça les maisons, on vint par les toits, la barricade fut prise.|8.25
lesmis/lesmis_0115.wav|Pas un des quatre-vingts lâches ne songea à fuir; tous y furent tués, excepté le chef, Barthélemy, dont nous parlerons tout à l'heure.|Pas un des quatre-vingts lâches ne songea à fuir; tous y furent tués, excepté le chef, Barthélemy, dont nous parlerons tout à l'heure.|9.77
lesmis/lesmis_0116.wav|La barricade Saint-Antoine était le tumulte des tonnerres; la barricade du Temple était le silence.|La barricade Saint-Antoine était le tumulte des tonnerres; la barricade du Temple était le silence.|6.6
lesmis/lesmis_0117.wav|Il y avait entre ces deux redoutes la différence du formidable au sinistre. L'une semblait une gueule; l'autre un masque.|Il y avait entre ces deux redoutes la différence du formidable au sinistre. L'une semblait une gueule; l'autre un masque.|8.21
lesmis/lesmis_0118.wav|En admettant que la gigantesque et ténébreuse insurrection de juin fût composée d'une colère et d'une énigme, on sentait dans la première barricade le dragon et derrière la seconde le sphinx.|En admettant que la gigantesque et ténébreuse insurrection de juin fût composée d'une colère et d'une énigme, on sentait dans la première barricade le dragon et derrière la seconde le sphinx.|12.81
lesmis/lesmis_0119.wav|Ces deux forteresses avaient été édifiées par deux hommes nommés, l'un Cournet, l'autre Barthélemy. Cournet avait fait la barricade Saint-Antoine;|Ces deux forteresses avaient été édifiées par deux hommes nommés, l'un Cournet, l'autre Barthélemy. Cournet avait fait la barricade Saint-Antoine;|9.38
lesmis/lesmis_0120.wav|Barthélemy la barricade du Temple. Chacune d'elles était l'image de celui qui l'avait bâtie.|Barthélemy la barricade du Temple. Chacune d'elles était l'image de celui qui l'avait bâtie.|6.41
lesmis/lesmis_0121.wav|Cournet était un homme de haute stature; il avait les épaules larges, la face rouge, le poing écrasant, le coeur hardi, l'âme loyale,|Cournet était un homme de haute stature; il avait les épaules larges, la face rouge, le poing écrasant, le coeur hardi, l'âme loyale,|9.1
lesmis/lesmis_0122.wav|l'oeil sincère et terrible. Intrépide, énergique, irascible, orageux; le plus cordial des hommes, le plus redoutable des combattants.|l'oeil sincère et terrible. Intrépide, énergique, irascible, orageux; le plus cordial des hommes, le plus redoutable des combattants.|9.57
lesmis/lesmis_0123.wav|La guerre, la lutte, la mêlée, étaient son air respirable et le mettaient de belle humeur. Il avait été officier de marine,|La guerre, la lutte, la mêlée, étaient son air respirable et le mettaient de belle humeur. Il avait été officier de marine,|7.87
lesmis/lesmis_0124.wav|et, à ses gestes et à sa voix, on devinait qu'il sortait de l'océan et qu'il venait de la tempête; il continuait l'ouragan dans la bataille.|et, à ses gestes et à sa voix, on devinait qu'il sortait de l'océan et qu'il venait de la tempête; il continuait l'ouragan dans la bataille.|9.03
lesmis/lesmis_0125.wav|Au génie près, il y avait en Cournet quelque chose de Danton, comme, à la divinité près, il y avait en Danton quelque chose d'Hercule.|Au génie près, il y avait en Cournet quelque chose de Danton, comme, à la divinité près, il y avait en Danton quelque chose d'Hercule.|9.04
lesmis/lesmis_0126.wav|Barthélemy, maigre, chétif, pâle, taciturne,|Barthélemy, maigre, chétif, pâle, taciturne,|3.38
lesmis/lesmis_0127.wav|était une espèce de gamin tragique qui, souffleté par un sergent de ville, le guetta, l'attendit, et le tua, et, à dix-sept ans, fut mis au bagne.|était une espèce de gamin tragique qui, souffleté par un sergent de ville, le guetta, l'attendit, et le tua, et, à dix-sept ans, fut mis au bagne.|9.68
lesmis/lesmis_0128.wav|Il en sortit, et fît cette barricade. Plus tard, chose fatale, à Londres, proscrits tous deux, Barthélemy tua Cournet.|Il en sortit, et fît cette barricade. Plus tard, chose fatale, à Londres, proscrits tous deux, Barthélemy tua Cournet.|9.99
lesmis/lesmis_0129.wav|Ce fut un duel funèbre.|Ce fut un duel funèbre.|2.25
lesmis/lesmis_0130.wav|Quelque temps après, pris dans l'engrenage d'une de ces mystérieuses aventures où la passion est mêlée, catastrophes où la justice française voit des circonstances atténuantes et où la justice anglaise ne voit que la mort,|Quelque temps après, pris dans l'engrenage d'une de ces mystérieuses aventures où la passion est mêlée, catastrophes où la justice française voit des circonstances atténuantes et où la justice anglaise ne voit que la mort,|11.98
lesmis/lesmis_0131.wav|Barthélemy fut pendu. La sombre construction sociale est ainsi faite que, grâce au dénûment matériel, grâce à l'obscurité morale,|Barthélemy fut pendu. La sombre construction sociale est ainsi faite que, grâce au dénûment matériel, grâce à l'obscurité morale,|9.03
lesmis/lesmis_0132.wav|ce malheureux être qui contenait une intelligence, ferme à coup sûr, grande peut-être, commença par le bagne en France|ce malheureux être qui contenait une intelligence, ferme à coup sûr, grande peut-être, commença par le bagne en France|8.37
lesmis/lesmis_0133.wav|et finit par le gibet en Angleterre. Barthélemy, dans les occasions, n'arborait qu'un drapeau; le drapeau noir.|et finit par le gibet en Angleterre. Barthélemy, dans les occasions, n'arborait qu'un drapeau; le drapeau noir.|8.64
lesmis/lesmis_0134.wav|Livre|Livre|8.83
lesmis/lesmis_0135.wav|La guerre entre quatre murs Chapitre II Que faire dans l'abîme à moins que l'on ne cause?|La guerre entre quatre murs Chapitre II Que faire dans l'abîme à moins que l'on ne cause?|9.3
lesmis/lesmis_0136.wav|Seize ans comptent dans la souterraine éducation de l'émeute, et juin 1848 en savait plus long que juin 1832.|Seize ans comptent dans la souterraine éducation de l'émeute, et juin quarante-huit en savait plus long que juin trente-deux.|9.29
lesmis/lesmis_0137.wav|Aussi la barricade de la rue de la Chanvrerie n'était-elle qu'une ébauche et qu'un embryon,|Aussi la barricade de la rue de la Chanvrerie n'était-elle qu'une ébauche et qu'un embryon,|5.77
lesmis/lesmis_0138.wav|comparée aux deux barricades colosses que nous venons d'esquisser; mais, pour l'époque, elle était redoutable.|comparée aux deux barricades colosses que nous venons d'esquisser; mais, pour l'époque, elle était redoutable.|9.43
lesmis/lesmis_0139.wav|Les insurgés, sous l'oeil d'Enjolras, car Marius ne regardait plus rien, avaient mis la nuit à profit.|Les insurgés, sous l'oeil d'Enjolras, car Marius ne regardait plus rien, avaient mis la nuit à profit.|6.54
lesmis/lesmis_0140.wav|La barricade avait été non seulement réparée, mais augmentée. On l'avait exhaussée de deux pieds.|La barricade avait été non seulement réparée, mais augmentée. On l'avait exhaussée de deux pieds.|6.6
lesmis/lesmis_0141.wav|Des barres de fer plantées dans les pavés ressemblaient à des lances en arrêt.|Des barres de fer plantées dans les pavés ressemblaient à des lances en arrêt.|4.41
lesmis/lesmis_0142.wav|Toutes sortes de décombres ajoutés et apportés de toutes parts compliquaient l'enchevêtrement extérieur. La redoute|Toutes sortes de décombres ajoutés et apportés de toutes parts compliquaient l'enchevêtrement extérieur. La redoute|7.43
lesmis/lesmis_0143.wav|avait été savamment refaite en muraille au dedans et en broussaille au dehors.|avait été savamment refaite en muraille au dedans et en broussaille au dehors.|6.12
lesmis/lesmis_0144.wav|On avait rétabli l'escalier de pavés qui permettait d'y monter comme à un mur de citadelle. On avait fait le ménage de la barricade,|On avait rétabli l'escalier de pavés qui permettait d'y monter comme à un mur de citadelle. On avait fait le ménage de la barricade,|8.16
lesmis/lesmis_0145.wav|désencombré la salle basse, pris la cuisine pour ambulance, achevé le pansement des blessés, recueilli la poudre éparse à terre et sur les tables, fondu des balles,|désencombré la salle basse, pris la cuisine pour ambulance, achevé le pansement des blessés, recueilli la poudre éparse à terre et sur les tables, fondu des balles,|10.14
lesmis/lesmis_0146.wav|fabriqué des cartouches, épluché de la charpie, distribué les armes tombées, nettoyé l'intérieur de la redoute, ramassé les débris, emporté les cadavres.|fabriqué des cartouches, épluché de la charpie, distribué les armes tombées, nettoyé l'intérieur de la redoute, ramassé les débris, emporté les cadavres.|10.53
lesmis/lesmis_0147.wav|On déposa les morts en tas dans la ruelle Mondétour dont on était toujours maître. Le pavé a été longtemps rouge à cet endroit.|On déposa les morts en tas dans la ruelle Mondétour dont on était toujours maître. Le pavé a été longtemps rouge à cet endroit.|8.89
lesmis/lesmis_0148.wav|Il y avait parmi les morts quatre gardes nationaux de la banlieue. Enjolras fit mettre de côté leurs uniformes.|Il y avait parmi les morts quatre gardes nationaux de la banlieue. Enjolras fit mettre de côté leurs uniformes.|7.04
lesmis/lesmis_0149.wav|Enjolras avait conseillé deux heures de sommeil. Un conseil d'Enjolras était une consigne. Pourtant, trois ou quatre seulement en profitèrent.|Enjolras avait conseillé deux heures de sommeil. Un conseil d'Enjolras était une consigne. Pourtant, trois ou quatre seulement en profitèrent.|9.34
lesmis/lesmis_0150.wav|Feuilly employa ces deux heures à la gravure de cette inscription sur le mur qui faisait face au cabaret: VIVENT LES PEUPLES!|Feuilly employa ces deux heures à la gravure de cette inscription sur le mur qui faisait face au cabaret: VIVENT LES PEUPLES!|7.35
lesmis/lesmis_0151.wav|Ces trois mots, creusés dans le moellon avec un clou, se lisaient encore sur cette muraille en 1848.|Ces trois mots, creusés dans le moellon avec un clou, se lisaient encore sur cette muraille en quarante-huit.|7.67
lesmis/lesmis_0152.wav|Les trois femmes avaient profité du répit de la nuit pour disparaître définitivement; ce qui faisait respirer les insurgés plus à l'aise.|Les trois femmes avaient profité du répit de la nuit pour disparaître définitivement; ce qui faisait respirer les insurgés plus à l'aise.|7.81
lesmis/lesmis_0153.wav|Elles avaient trouvé moyen de se réfugier dans quelque maison voisine. La plupart des blessés pouvaient et voulaient encore combattre.|Elles avaient trouvé moyen de se réfugier dans quelque maison voisine. La plupart des blessés pouvaient et voulaient encore combattre.|7.43
lesmis/lesmis_0154.wav|Il y avait, sur une litière de matelas et de bottes de paille, dans la cuisine devenue l'ambulance, cinq hommes gravement atteints, dont deux gardes municipaux.|Il y avait, sur une litière de matelas et de bottes de paille, dans la cuisine devenue l'ambulance, cinq hommes gravement atteints, dont deux gardes municipaux.|9.95
lesmis/lesmis_0155.wav|Les gardes municipaux furent pansés les premiers. Il ne resta plus dans la salle basse que Mabeuf sous son drap noir et Javert lié au poteau.|Les gardes municipaux furent pansés les premiers. Il ne resta plus dans la salle basse que Mabeuf sous son drap noir et Javert lié au poteau.|9.9
lesmis/lesmis_0156.wav|--C'est ici la salle des morts, dit Enjolras.|--C'est ici la salle des morts, dit Enjolras.|2.92
lesmis/lesmis_0157.wav|Dans l'intérieur de cette salle, à peine éclairée d'une chandelle, tout au fond, la table mortuaire étant derrière le poteau comme une barre horizontale, une sorte de grande croix vague résultait de Javert debout et de Mabeuf couché.|Dans l'intérieur de cette salle, à peine éclairée d'une chandelle, tout au fond, la table mortuaire étant derrière le poteau comme une barre horizontale, une sorte de grande croix vague résultait de Javert debout et de Mabeuf couché.|14.39
lesmis/lesmis_0158.wav|Le timon de l'omnibus, quoique tronqué par la fusillade, était encore assez debout pour qu'on pût y accrocher un drapeau.|Le timon de l'omnibus, quoique tronqué par la fusillade, était encore assez debout pour qu'on pût y accrocher un drapeau.|7.02
lesmis/lesmis_0159.wav|Enjolras, qui avait cette qualité d'un chef, de toujours faire ce qu'il disait,|Enjolras, qui avait cette qualité d'un chef, de toujours faire ce qu'il disait,|6.01
lesmis/lesmis_0160.wav|attacha à cette hampe l'habit troué et sanglant du vieillard tué. Aucun repas n'était plus possible. Il n'y avait ni pain ni viande.|attacha à cette hampe l'habit troué et sanglant du vieillard tué. Aucun repas n'était plus possible. Il n'y avait ni pain ni viande.|9.63
